loan_amount,loan_tenure_months,ltv,valuation_diff_pct,num_prev_mortgages,ownership_match_score,ocr_confidence,encumbrance_flag,credit_score,income,isFraud
2804999,70,84.07,5.84,3,0.46,0.75,0,824,52555,0
3094200,80,62.12,-33.2,1,0.87,0.7,1,554,201280,1
1424070,22,62.7,-27.27,3,0.46,0.85,0,384,47406,1
3290914,26,66.22,-2.72,1,0.95,0.81,0,757,207644,0
2624388,75,99.57,-14.83,2,0.53,0.74,0,831,55262,1
1758987,14,64.3,-9.75,2,0.42,0.86,0,861,106320,0
3976274,80,51.74,17.09,2,0.4,0.83,1,391,232733,0
2937981,34,74.93,-14.79,1,0.43,0.96,0,899,169288,0
1761793,64,50.82,12.9,0,0.61,0.84,0,368,214189,0
716036,48,73.71,-0.36,2,0.67,0.8,0,336,227208,0
3491418,20,87.73,-32.7,1,0.94,0.93,0,439,45284,1
528988,26,71.51,4.67,3,0.57,0.68,0,865,166243,0
4184752,14,66.91,-8.79,2,0.45,0.7,0,477,105627,0
4474857,104,61.37,-26.49,0,0.82,0.91,0,436,160405,1
4855000,81,66.45,-22.63,0,0.39,0.78,1,489,176607,0
3077590,28,65.07,-6.56,0,0.92,0.76,0,641,104023,0
3397291,37,97.65,-3.9,3,0.59,0.95,0,858,222012,0
3902429,32,79.77,18.09,3,0.73,0.84,1,304,179772,0
4994287,83,76.3,11.28,0,0.43,0.92,0,556,229655,0
2590706,32,50.32,-27.65,0,0.4,0.92,0,542,56516,0
1291902,22,77.19,6.44,0,0.86,0.65,0,714,30577,0
2592118,49,52.73,-39.5,3,0.6,0.86,0,642,235906,0
3837973,83,76.64,-32.21,3,0.99,0.98,0,678,30015,1
2302575,117,91.23,-28.02,1,0.67,0.79,1,893,106104,0
564071,99,80.15,-4.17,2,0.89,0.89,0,445,129412,0
4481137,46,78.57,-28.32,3,0.99,0.83,0,622,106740,0
875435,25,50.55,-18.08,0,0.5,0.68,1,421,243356,1
2274606,25,59.73,-25.43,2,0.86,0.68,0,551,237875,1
3598472,21,51.77,-19.76,3,0.32,0.77,0,610,167308,0
3106316,23,54.5,16.55,2,0.78,0.79,1,774,244223,0
1664718,49,63.35,19.84,1,0.82,0.8,0,869,81640,0
2234793,119,59.69,1.14,3,0.63,0.98,0,791,98190,0
1702575,45,61.54,-5.66,0,0.41,0.64,0,874,144516,0
3913270,52,60.01,2.51,0,0.73,0.75,0,646,191776,0
4906425,21,79.07,6.3,1,0.93,0.81,0,786,188441,0
2478837,28,71.02,4.34,1,0.95,0.99,0,772,149718,0
1624102,28,62.79,-35.09,1,0.82,0.8,1,681,102007,0
3290541,78,96.53,-21.38,1,0.48,0.91,0,579,171978,1
764180,73,67.44,-19.39,1,0.91,0.9,0,371,232715,0
2483366,106,53.77,-17.84,3,0.92,0.83,0,820,62728,0
2135848,12,67.01,-19.34,3,0.56,0.65,0,665,29878,1
2539855,23,64.42,7.23,2,0.43,0.69,0,393,143925,1
304615,114,83.2,4.86,1,0.91,0.7,0,672,24145,0
1625233,15,55.73,-39.72,0,0.92,0.62,0,638,103578,1
3996022,53,73.59,-22.22,0,0.37,0.75,1,736,33226,0
1903740,24,51.11,-2.58,1,0.98,0.84,0,635,17802,0
4068222,109,50.16,-32.78,1,0.67,0.66,0,791,39119,0
3168893,117,52.19,-35.73,1,1.0,0.67,0,339,78560,1
938003,96,92.18,9.7,1,0.61,0.88,0,658,72353,0
3533382,97,75.01,-12.84,1,0.67,0.67,1,873,238793,0
381570,15,51.41,11.34,0,0.49,0.65,0,553,138001,1
3282993,93,55.42,9.41,2,0.93,0.99,0,880,208198,0
4181082,80,52.32,13.6,1,0.61,0.61,0,697,86641,0
3495049,30,63.59,-37.1,1,0.87,0.73,0,469,66712,0
166150,13,67.55,-28.83,1,0.36,0.61,0,810,198261,0
2534206,23,90.38,-22.23,3,0.85,0.94,0,559,203856,0
659723,92,54.36,-31.83,0,0.64,0.83,0,883,145085,0
2647500,85,57.3,-10.87,0,0.3,0.62,0,758,83285,1
3455745,109,94.44,7.94,2,0.46,0.85,0,828,130278,1
1099554,17,82.68,17.07,3,0.44,0.65,0,640,189021,0
4293060,19,64.21,13.37,3,0.83,0.8,0,356,180201,0
4258634,62,59.37,-12.56,3,0.63,0.87,0,517,39512,0
234055,22,87.9,-1.81,2,0.41,0.66,0,763,117077,1
776022,74,80.33,-26.16,2,0.48,0.8,1,546,225103,1
909942,68,83.81,-15.82,2,0.65,0.78,0,672,209626,0
3979275,23,81.97,12.27,3,0.31,0.97,0,716,17064,0
796358,84,52.06,-38.25,0,0.6,1.0,0,330,110614,0
3695790,13,58.28,-8.03,3,0.77,0.86,0,667,197639,0
1941648,19,57.57,12.37,2,0.66,0.94,1,858,132639,0
1788472,22,55.74,-32.68,3,0.72,0.86,1,407,45011,1
3928433,64,73.72,18.95,1,0.53,0.95,0,883,86152,0
2835264,111,56.59,-39.26,3,0.43,0.77,1,717,219583,0
4548748,21,50.55,13.17,3,0.87,0.84,0,697,25960,0
2800713,96,58.88,-18.78,0,0.93,0.94,0,571,239600,0
2408989,95,70.58,-32.04,0,0.66,0.97,0,415,136789,0
4237270,19,58.26,-30.56,0,0.51,0.61,1,885,73920,1
4417922,47,52.61,2.07,1,0.66,0.64,0,555,36387,0
4215625,104,88.59,12.24,0,0.92,0.97,0,380,161396,0
559297,117,79.03,-1.54,1,0.78,0.83,0,427,78960,1
1120154,87,52.1,15.72,2,0.9,1.0,0,534,137994,0
4177151,25,51.38,10.55,0,0.53,0.92,1,852,217851,0
4834963,65,67.38,-39.46,3,0.8,0.93,0,480,47628,0
2903696,96,72.75,0.17,3,0.76,0.75,0,456,136269,0
2193373,97,77.96,-21.72,1,0.7,0.7,0,753,221168,1
2472280,32,66.72,-12.73,0,0.67,0.84,0,870,62452,0
3016623,119,51.69,-34.36,3,0.69,0.95,0,323,56098,0
2806871,61,86.97,-23.07,2,0.89,0.89,0,772,216531,1
970123,105,70.43,-2.04,0,0.94,0.79,0,699,185307,0
3086249,50,52.31,-26.9,2,0.38,0.9,0,891,101861,0
1959582,31,74.12,-1.15,3,0.7,0.88,0,433,42949,0
4544499,99,56.56,15.38,0,0.94,0.97,0,720,168893,0
2229885,98,71.98,-39.7,1,0.39,0.71,0,512,217684,0
4820642,18,55.4,7.15,3,0.59,0.65,0,781,168104,1
2307148,20,50.48,-1.52,2,0.36,0.79,0,647,88537,0
4852525,12,72.06,-37.2,0,0.38,0.74,0,465,161375,1
649239,37,54.2,7.41,2,0.93,0.99,0,647,131003,0
656701,49,50.29,-26.53,2,0.61,0.6,0,697,228065,1
3147569,49,50.41,-24.05,1,0.78,0.97,0,882,158375,0
4728120,72,69.75,-34.39,1,0.4,0.98,0,734,65701,1
1370464,55,67.31,-7.94,3,0.32,0.62,0,876,65511,1
885332,97,76.72,-10.11,1,0.92,0.96,0,520,95664,0
867950,55,76.1,-19.17,1,0.7,0.79,1,607,164352,0
266472,85,67.0,-29.87,3,0.31,0.91,0,765,54427,1
497710,73,83.3,10.28,3,0.99,0.63,1,398,112180,1
4417048,17,58.44,12.58,3,0.64,0.98,0,541,118550,0
3288729,28,65.09,-7.57,3,0.63,0.84,0,457,153039,0
4885956,62,52.69,-25.35,2,0.73,0.96,0,853,152733,0
2950171,49,55.23,-34.23,2,0.31,0.87,0,526,92952,1
1010775,35,75.62,12.11,3,0.7,0.81,1,722,81046,0
2696874,62,66.41,-34.24,3,0.74,0.67,0,371,121918,1
658924,21,57.13,-39.21,0,0.51,0.67,0,542,50200,0
3981185,83,83.81,-11.84,0,0.81,0.79,1,829,82442,0
4473656,32,96.94,3.88,0,0.56,0.95,0,888,207743,1
4112595,81,53.99,-12.55,1,0.8,0.65,0,344,106070,0
2390435,96,87.91,-36.92,2,0.4,1.0,0,771,73168,0
531413,68,52.93,1.4,2,0.94,0.95,0,670,63322,0
1452564,50,52.26,-1.46,0,0.92,0.76,0,391,228056,0
2524050,99,68.46,0.89,0,0.41,0.7,0,321,183768,0
4265100,44,55.35,-27.33,2,0.96,0.97,0,471,85246,0
963561,70,73.36,7.74,1,0.69,0.65,0,491,184964,1
402186,29,53.81,-11.25,0,0.79,0.74,0,376,30583,0
3307393,67,54.8,-7.82,3,0.89,0.63,0,580,97720,0
3928464,103,92.72,-7.25,0,0.36,0.98,0,663,201287,1
1126553,68,63.19,-22.79,2,0.42,0.85,0,478,170925,0
1335202,107,60.98,-24.99,2,0.5,0.73,0,537,152181,0
245271,87,99.91,-39.71,0,0.63,0.71,0,434,74757,1
2315685,59,50.51,-16.2,0,0.54,0.78,0,579,21659,0
3843797,53,71.1,-10.89,3,0.65,0.64,0,318,16238,1
1614542,38,65.9,4.57,3,0.43,0.96,0,894,136270,0
4280656,85,83.7,-36.0,1,0.78,0.8,0,670,134211,0
3030184,63,62.08,15.44,1,0.34,0.89,0,411,30064,0
176898,53,55.23,-24.16,3,0.55,0.69,0,520,177187,0
3395097,43,63.06,-18.0,1,0.43,0.8,0,603,178024,0
388316,117,55.93,-37.1,1,0.81,0.68,0,624,151692,0
2108954,37,57.77,-0.81,0,0.92,0.93,0,736,114790,0
1929553,36,80.8,2.54,3,0.36,0.91,0,737,117985,0
4188657,86,69.65,15.73,0,0.85,0.66,0,469,59258,0
3141341,34,87.06,-19.79,0,0.93,0.63,0,674,150542,0
1139504,109,95.98,-24.56,1,0.98,0.93,0,856,168075,1
4187810,68,94.07,3.57,0,0.71,0.64,0,680,173643,0
2205058,63,51.48,2.41,2,0.53,0.82,0,313,39668,1
1775843,115,50.39,16.23,1,0.53,0.81,0,799,92259,0
134701,98,91.33,-27.68,2,0.57,0.68,0,690,127192,1
3329028,104,74.9,2.32,1,0.73,0.84,0,848,111576,0
1821610,42,89.73,-35.99,0,0.64,0.8,0,864,120481,0
2280712,75,54.52,-11.18,1,0.76,0.8,0,829,126505,0
2439767,82,66.83,-32.84,2,0.33,0.74,0,791,178118,1
2714235,115,61.68,-0.81,1,0.37,0.94,0,849,217049,0
591036,44,64.94,-3.91,2,0.98,0.63,0,684,223327,0
427304,96,58.47,-37.07,3,1.0,0.78,0,495,20397,0
2562616,13,75.81,-20.82,0,0.82,0.7,0,599,114925,0
2810241,29,87.91,-16.3,2,0.48,0.94,0,846,98481,1
3533803,58,98.27,-25.12,3,0.97,0.69,0,607,168305,1
1242953,44,69.17,-37.68,0,0.45,0.91,1,551,229408,0
4061352,112,52.42,-20.87,3,0.81,0.84,0,307,75308,0
4078702,109,76.61,7.56,2,0.38,0.95,0,507,215798,0
4159175,95,83.62,-18.39,0,0.75,0.84,0,430,209291,0
426916,46,51.92,-20.6,3,0.83,0.82,0,325,249430,0
3697706,62,90.46,16.51,2,0.9,0.92,0,753,16130,1
4606554,29,95.08,-37.5,3,0.81,0.82,1,485,139293,1
705409,99,53.21,6.04,0,0.95,0.94,0,783,29071,0
1174135,83,58.79,-11.01,0,0.66,0.62,0,350,100517,0
3089179,41,70.32,16.67,0,0.77,0.8,1,304,125240,0
1825690,55,57.07,-16.39,2,0.56,0.93,1,888,17118,0
3380772,64,57.42,2.48,3,0.31,0.94,1,459,146735,1
4257893,21,96.15,-35.8,3,0.83,0.93,0,507,77408,1
503119,98,59.66,15.73,2,0.91,0.84,0,556,66786,0
4266769,63,60.94,-19.33,0,0.42,1.0,1,504,96271,0
4420295,60,50.92,-8.56,1,0.32,0.67,1,310,34158,1
502732,22,50.85,-31.69,0,0.42,0.67,0,307,46087,1
606079,77,72.58,16.73,1,0.93,0.61,0,708,103114,0
2050013,69,62.9,0.38,0,0.51,1.0,0,331,199193,1
2723836,101,87.61,-36.76,2,0.46,0.74,0,839,34874,1
1232658,47,93.77,-30.69,1,0.31,0.9,0,686,98443,1
2085209,44,69.79,-16.01,2,0.51,0.62,0,527,55821,1
4422626,58,59.18,-26.99,1,0.8,0.72,0,774,130675,0
756951,24,63.79,-21.72,3,0.97,0.85,0,506,75582,0
111303,51,69.95,19.85,1,0.52,0.81,0,617,137603,0
1310209,100,55.0,-0.48,1,0.47,0.68,0,856,168859,0
3579591,79,55.73,15.33,1,0.92,0.78,1,647,210775,0
2466610,53,57.74,-13.85,3,0.9,0.64,0,533,167777,0
4280303,30,92.85,2.62,2,0.53,0.82,0,343,84381,1
1168199,93,55.66,-12.42,3,0.35,0.64,0,441,126800,0
4276224,112,52.1,-20.31,1,0.99,0.85,0,475,145805,0
4784346,105,94.39,-8.85,0,0.78,0.66,1,748,190725,0
558298,30,71.34,-14.36,3,0.95,0.82,0,891,97018,0
1147343,69,50.29,18.83,0,0.54,0.65,0,381,115592,1
205228,34,62.53,-10.23,3,0.75,0.76,0,434,106626,0
4720650,65,66.07,8.67,3,0.77,0.74,0,476,101217,0
1855692,91,84.93,0.01,1,0.91,0.9,1,682,178324,0
984056,76,63.88,-11.22,2,1.0,0.86,0,542,219404,0
1830228,23,69.49,-11.55,2,0.38,0.97,0,866,87799,1
2046793,35,88.7,-19.49,1,0.74,0.97,0,440,77185,0
1669123,45,68.29,-33.58,3,0.54,0.89,1,756,224385,1
3379269,64,85.88,5.69,2,0.87,0.91,0,739,56538,0
1826470,19,57.78,15.09,2,0.83,0.85,0,355,35343,0
3440420,29,50.67,-26.92,2,0.92,0.88,0,826,226470,1
148874,68,68.05,15.54,1,0.54,0.85,1,718,187304,0
1722572,16,61.26,-26.06,0,0.43,0.72,0,387,135026,1
3320281,37,69.88,-8.2,0,0.32,0.74,0,307,249257,0
2789784,41,87.84,-19.38,0,0.48,0.83,0,776,68106,1
809662,65,50.75,-33.13,0,0.56,0.89,0,514,129322,0
4972554,24,88.53,-36.83,0,0.96,0.76,0,851,96227,1
570452,94,89.96,-18.08,2,0.64,0.66,0,796,199151,0
2239686,40,68.53,-37.16,2,0.69,0.78,0,802,171100,0
2692670,14,60.28,-33.75,3,0.92,0.99,0,544,57135,0
4910833,101,73.8,-31.46,2,0.92,0.69,0,777,177138,0
542061,115,83.86,-39.89,1,0.67,0.86,0,608,134599,0
3434732,69,54.98,-30.8,3,0.38,0.99,0,530,244789,0
3861675,87,73.36,-5.36,2,0.49,0.75,0,682,98470,0
2361286,13,83.73,9.17,3,0.62,0.96,0,454,35910,0
588972,86,73.26,-28.39,3,0.83,0.95,0,474,153213,0
1223994,119,82.33,-35.15,0,0.8,0.74,0,414,60950,1
3181328,39,65.81,3.77,3,0.75,0.64,0,689,201795,0
4198064,93,59.94,-39.51,2,0.92,0.67,0,610,31225,1
2717703,88,55.57,4.05,0,0.86,0.75,1,599,246322,1
263038,112,81.46,-32.13,2,0.99,0.98,0,317,233195,1
4063735,97,85.69,-26.3,0,0.92,0.71,0,311,47959,1
1474572,87,98.08,-32.8,2,0.44,0.97,0,703,64192,0
2455874,13,81.43,-25.16,0,0.34,0.67,0,531,94711,0
700530,112,97.67,7.89,0,0.59,0.99,0,577,156123,1
3748966,18,74.32,-32.05,1,0.73,0.72,0,652,217500,1
1177833,37,87.28,19.65,2,0.75,0.85,0,602,18449,0
2677640,101,63.3,-20.37,3,0.49,0.63,0,840,187167,1
535423,99,72.27,15.32,0,0.9,0.72,0,769,119213,0
1292929,87,91.44,-28.6,2,0.53,0.68,0,376,224001,1
423390,27,71.44,-28.73,0,0.94,0.6,0,820,175262,0
1764221,34,82.69,-6.08,1,0.63,0.66,0,323,115245,0
4168316,51,59.52,-36.96,1,0.31,0.84,0,314,112069,1
1756671,71,73.29,8.06,1,0.41,0.76,0,824,172213,0
238563,84,87.18,-13.62,1,0.37,0.89,0,646,248597,1
883066,43,74.1,1.95,3,0.33,0.87,0,471,38908,0
1654623,26,81.67,-29.52,3,0.8,0.92,0,626,119847,0
4999856,112,55.69,-1.46,0,0.43,0.95,0,784,135910,0
4155957,24,50.42,-4.36,2,0.89,0.93,1,788,178394,0
697897,16,97.51,5.34,1,0.49,0.78,0,761,196782,0
4041237,86,59.17,-22.16,1,0.32,0.72,0,677,29012,0
872800,85,79.12,15.99,3,0.87,0.8,0,887,180961,0
2142999,63,93.77,17.68,3,0.63,0.81,0,463,32412,1
3622554,88,98.59,12.09,1,0.72,0.73,0,671,242222,0
3759985,52,53.16,-5.68,2,0.54,0.82,0,872,125030,0
2002897,64,73.88,-14.78,0,0.33,0.64,0,723,39657,0
3676511,61,50.14,-36.52,0,0.56,0.69,0,776,20656,0
1263950,26,69.33,16.83,0,0.66,0.9,0,681,155039,0
649148,117,84.2,17.11,0,0.31,0.67,0,454,231030,1
2873707,18,56.27,-38.88,2,0.7,0.66,0,556,161836,0
4778394,51,51.91,-18.59,2,0.93,0.71,0,367,30873,0
2873939,39,55.08,12.8,2,0.45,0.75,0,643,109485,0
2035740,43,57.3,-35.15,3,0.95,0.73,0,576,124383,1
3534955,110,74.92,-28.21,1,0.37,0.75,0,690,197102,1
2845226,26,93.94,18.72,2,0.88,0.66,0,748,213879,0
3277326,111,83.24,10.84,0,0.89,0.67,0,558,16607,0
1654510,96,69.12,14.72,2,0.48,0.69,0,606,165595,1
1930815,81,51.12,-31.47,1,0.97,0.76,1,394,63447,0
3863122,76,58.04,-27.32,3,0.59,0.73,0,763,64757,1
2486378,15,54.7,-3.68,0,0.4,0.92,0,545,239598,0
4521590,22,78.29,-9.9,3,0.71,0.81,0,486,84201,1
2634937,119,59.39,-22.09,2,1.0,0.83,0,672,143765,0
3257473,37,53.69,13.03,0,0.93,0.82,0,871,227916,0
912461,72,67.59,14.08,0,0.5,0.76,0,705,217460,0
4527036,48,69.94,-22.5,2,0.7,0.99,0,707,20462,0
4155555,34,58.16,-30.65,2,0.38,0.61,1,424,131832,1
1818224,104,64.11,-31.05,1,0.62,0.69,0,636,177867,1
2810626,96,50.17,-10.93,2,0.67,0.71,0,640,215878,0
1024044,102,70.17,-32.02,2,0.52,0.95,0,862,63465,0
3081352,114,85.04,-11.6,2,0.64,0.97,0,477,207181,0
1486652,51,67.94,-12.28,0,0.94,0.94,0,469,105027,1
385555,88,80.96,13.05,1,0.65,0.77,1,338,65528,0
544191,34,64.05,-22.23,0,0.88,0.97,0,368,51230,0
1602337,27,88.83,-6.36,2,0.52,0.64,0,535,63242,0
3586669,105,51.28,4.61,1,0.98,0.86,0,859,211955,0
1020597,72,53.77,-4.25,2,0.37,0.97,0,680,129688,0
2143338,79,86.54,17.24,0,0.71,0.9,0,356,244438,1
3822946,115,85.3,-3.86,0,0.85,0.71,0,576,16783,0
1586205,91,66.12,14.11,2,0.87,0.89,0,398,43390,0
2965899,42,56.41,-25.3,1,0.44,0.72,0,826,154489,1
324695,64,82.03,-6.35,0,0.58,0.64,0,624,87102,0
3081467,117,94.25,-7.4,2,0.74,0.89,0,760,32426,0
3541628,36,64.7,19.37,3,0.52,0.67,0,478,45750,0
1201844,55,59.12,-27.73,2,0.76,0.64,0,873,73188,0
4867493,23,80.36,-31.54,2,0.57,0.82,0,418,25872,1
1510706,101,57.48,-3.3,1,0.55,0.85,0,768,109231,0
3440216,112,51.27,-26.58,2,0.38,0.62,0,848,144860,0
3933284,108,87.94,-1.65,3,0.33,0.6,1,754,194158,1
4957088,103,66.18,18.35,2,0.88,0.95,0,325,81770,0
1947865,20,94.62,16.79,3,0.64,0.65,0,789,246360,0
1019484,23,82.87,-26.13,0,0.69,0.83,0,307,240440,1
4997954,80,91.76,-29.75,2,0.56,0.98,0,815,139158,1
4117136,65,71.22,-6.36,1,0.4,0.8,0,832,98514,1
444855,65,54.92,-4.79,2,0.61,0.66,1,448,234249,0
1174961,39,63.41,-0.26,3,0.46,0.76,0,787,107663,0
4725678,67,81.79,4.49,3,0.89,0.85,1,324,180792,0
3661963,110,96.14,-3.94,1,0.99,0.91,1,854,164151,0
2477935,80,64.37,-33.29,3,0.92,0.84,1,724,163410,1
1234106,109,88.28,7.41,2,0.67,0.61,0,592,149363,1
4578011,109,74.47,-35.23,3,0.74,0.66,0,484,220156,0
2574968,88,66.22,-38.8,2,0.96,0.75,0,853,127808,0
2542266,114,52.53,6.18,2,0.68,0.88,0,730,125091,0
4537677,117,92.44,-7.1,3,0.75,0.83,0,616,114272,1
4642001,69,59.93,1.92,1,0.74,0.62,0,697,64393,0
1318758,89,98.61,-17.04,0,0.8,0.92,1,623,108558,1
1755743,86,61.35,-39.33,1,0.75,0.84,0,864,84770,1
4077019,53,64.45,-20.14,0,0.77,0.95,0,895,41720,0
3168281,49,55.19,-3.51,1,0.81,0.77,0,845,28368,0
4625208,79,65.29,-26.46,2,0.87,0.8,0,375,200385,0
618349,64,73.93,1.27,2,0.58,0.76,0,785,62969,0
2981990,44,80.47,7.66,3,0.82,0.89,0,387,63838,0
897968,82,92.14,-12.74,0,0.37,0.9,0,531,23734,0
179083,67,65.16,12.54,0,0.91,0.89,1,306,122187,0
2755971,116,52.96,11.29,3,0.5,0.72,0,849,114329,0
4097615,83,66.02,12.68,1,0.58,0.85,0,351,158269,1
2974299,112,57.5,-0.34,3,0.86,0.74,0,695,83895,0
4948341,62,77.02,-21.71,1,0.75,0.93,1,520,249633,0
1904673,85,69.05,-11.12,3,0.52,0.62,1,727,135424,1
3038199,54,75.49,2.63,0,0.46,0.62,0,442,202903,1
709996,26,90.15,-27.37,0,0.97,0.64,1,662,116255,1
878513,49,70.57,4.33,1,0.36,0.68,0,681,73073,0
3403389,26,56.68,-7.11,0,0.3,0.62,1,860,218997,0
4454385,16,71.69,-34.24,0,0.77,0.63,0,576,226560,1
488590,104,60.6,-6.56,0,0.73,0.72,0,570,240683,1
1865982,94,56.86,-35.99,0,0.82,0.64,1,313,230547,1
2878655,65,75.6,-39.14,2,0.81,0.92,0,597,196374,0
3251882,62,55.63,13.38,3,0.9,0.62,1,763,30624,1
3310016,21,74.69,-10.61,3,0.95,0.96,0,826,213343,0
2479877,23,79.61,-7.4,2,0.84,0.95,0,533,39315,0
2489383,15,81.8,-23.2,0,0.46,0.68,0,874,32422,1
264053,106,83.34,-7.44,3,0.62,0.63,0,326,185209,0
4887890,29,57.57,-29.87,3,0.75,0.64,1,770,87663,1
1536536,91,52.98,4.74,3,0.68,0.82,0,392,116216,0
2642637,115,81.26,9.4,1,0.41,0.84,0,608,194304,0
3490926,47,92.15,11.35,2,0.71,0.73,0,351,224214,1
3713263,36,76.12,-33.6,1,0.92,0.72,0,618,47743,0
4258549,98,60.32,-6.53,1,0.59,0.81,0,480,245618,0
1446208,87,73.07,8.53,2,0.77,0.72,0,868,161708,0
4630889,109,64.55,-32.31,3,0.73,0.97,0,419,236956,0
1878599,47,57.33,-34.03,1,0.56,0.75,0,342,25108,0
122431,112,71.0,9.02,3,0.7,0.69,1,559,219706,1
1343131,78,50.01,7.8,1,0.45,0.66,0,496,51180,0
747008,20,77.04,-13.08,3,0.68,0.85,0,554,33883,0
673441,72,50.55,-33.42,0,0.86,0.73,1,635,59400,1
4562816,64,83.12,-9.03,0,0.83,0.68,0,852,192071,0
4470380,29,90.01,-16.31,0,0.55,0.71,0,801,62951,1
2149949,54,57.12,-8.89,2,0.38,0.72,0,554,153232,0
1368300,46,58.74,-13.61,0,0.86,0.85,0,813,70262,0
2047763,74,55.21,-5.89,1,0.49,0.67,0,541,166001,0
1729849,109,74.43,3.63,3,0.34,0.89,0,448,98133,0
1985077,116,51.79,6.49,3,0.61,0.72,0,598,157195,0
3982149,89,89.33,-1.06,3,0.82,0.8,0,752,130106,0
4973062,15,97.06,-28.06,3,0.87,0.86,0,692,174429,1
150861,104,76.89,-16.17,1,0.99,0.82,0,511,85496,0
4945710,52,55.64,-35.73,3,0.43,0.86,0,837,179628,1
4100737,56,59.77,-12.9,1,0.51,0.73,0,893,229863,1
821001,61,69.63,18.22,1,0.73,0.99,0,894,76934,0
2091083,90,79.6,-1.5,3,0.87,0.78,0,430,93886,0
4619216,39,94.4,-30.72,3,0.46,0.73,0,628,45881,1
1723911,53,74.77,-23.89,3,0.59,0.72,0,555,33409,0
1543717,91,68.49,-36.13,1,0.59,0.62,0,778,201488,0
4509352,87,59.28,-29.06,2,0.84,0.87,0,860,113171,0
2957733,80,60.75,-10.73,1,0.47,0.71,0,362,214054,1
1305663,109,51.35,-19.31,2,0.98,0.98,0,610,176729,0
133320,117,90.88,-27.76,3,0.66,0.68,0,706,232815,0
427025,12,74.83,-31.2,1,0.5,0.81,0,404,63951,1
464359,50,67.5,-0.64,3,0.5,0.89,0,314,23752,1
1408507,107,59.86,-6.51,2,0.31,0.95,1,558,132339,0
4166621,101,66.87,10.56,2,0.78,0.66,0,711,159512,0
1043187,28,52.28,-29.0,1,0.84,0.99,0,558,59864,0
4093710,102,62.16,10.88,1,0.32,0.96,0,559,195763,0
1697690,99,96.18,-5.33,1,0.71,0.99,0,344,87035,0
200734,46,89.79,-24.03,1,0.85,0.94,0,630,101675,0
257702,57,57.03,-23.59,0,0.56,0.95,0,464,226375,0
2951274,53,58.28,-16.58,0,0.6,0.84,0,492,37343,1
1325811,50,86.69,-12.39,3,0.55,0.94,0,820,239320,1
1247087,101,94.44,-35.05,2,0.52,0.81,0,700,34673,1
3181091,60,63.34,10.52,2,0.64,0.82,0,673,206026,0
3929049,73,61.13,-32.71,3,0.42,0.83,0,364,200770,1
2803381,49,88.08,-10.99,3,0.61,1.0,0,686,110024,0
1968670,34,67.86,-17.02,3,0.96,0.64,0,794,41520,0
4393122,33,76.58,-9.26,0,0.32,0.92,0,714,30784,1
4446664,15,51.78,13.25,3,0.42,0.71,0,329,132446,0
4913673,60,82.02,19.35,2,0.84,0.74,0,565,53079,1
4855469,70,57.69,-38.78,3,0.39,0.63,1,627,59220,1
1032817,84,65.87,-16.41,1,0.49,0.74,0,791,166563,0
4435702,79,98.86,9.06,2,0.62,1.0,0,516,127878,1
3378360,82,65.92,-20.4,2,0.96,0.76,0,619,131583,0
3062732,98,90.95,-1.06,2,0.43,0.87,0,698,63720,0
2280338,13,60.28,19.54,0,0.95,0.65,0,404,246876,1
2092825,60,63.88,-1.19,0,0.8,0.97,0,629,29718,0
3932978,99,98.97,-33.33,2,0.77,0.93,0,346,181669,1
4215811,115,83.01,10.58,1,0.81,0.75,0,898,76217,0
694604,106,56.3,18.0,2,0.32,0.74,0,613,244423,0
2149927,42,78.38,2.75,0,0.37,0.77,0,446,115668,0
3274108,51,66.7,-14.86,1,0.53,0.76,0,761,172904,0
2831638,59,76.22,16.9,2,0.35,0.7,0,883,200890,0
364500,62,52.04,18.11,0,0.99,1.0,0,785,243470,0
2267478,54,65.08,16.11,1,0.71,0.92,0,709,158936,0
3076031,109,58.96,-15.29,3,0.64,0.71,0,326,103378,1
739282,66,92.3,7.38,3,0.85,0.99,0,328,23177,1
3003633,99,96.12,-0.75,2,0.98,0.61,0,570,192187,1
2040369,60,79.41,-29.22,3,0.97,0.78,0,800,137318,1
4048242,101,76.39,-7.87,0,0.86,0.83,1,552,202282,0
1317060,91,59.25,4.86,1,0.56,0.62,0,684,198026,1
1131519,68,63.73,13.75,2,0.35,0.66,0,359,126145,0
889352,88,72.75,11.76,1,0.37,0.7,0,406,157916,1
4778714,26,60.46,-30.72,1,0.3,0.89,0,519,220202,0
1490281,38,85.94,-10.72,1,0.3,0.98,0,740,28418,0
4041106,79,94.03,-11.3,0,0.96,0.85,0,863,180926,1
2422466,91,53.92,13.92,2,0.95,0.83,0,871,234716,0
1951317,75,63.94,-39.88,3,0.77,0.81,0,845,222027,0
2046830,105,60.64,4.32,1,0.81,0.74,0,395,103075,1
2714150,119,76.5,-2.88,1,0.66,0.93,0,388,190022,1
1668560,41,72.89,15.29,1,0.47,0.82,0,530,80227,0
4760061,47,92.39,-12.58,0,0.94,0.69,0,574,158907,1
2705214,78,53.85,-0.54,3,0.49,0.65,0,545,32533,0
2329180,97,62.8,18.36,1,0.82,0.99,0,410,241123,0
2428599,97,92.28,4.63,0,0.47,0.61,0,533,116457,0
